areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05
Nolita,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541643.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Brooklyn,Brooklyn,submarket,537126.000,489500.000,507500.000,452643.000,539672.000,475000.000,500000.000,525000.000,510000.000,490372.000,497930.000,544400.000,545000.000,500916.000,500000.000,499000.000,520000.000,516000.000,569201.000,514216.000,550000.000,503500.000,539672.000,499000.000,499000.000,522199.000,518500.000,551881.500,566250.000,623678.000,604000.000,649990.000,692410.000,655000.000,521000.000,640000.000,500965.000,590246.500,670000.000,692500.000,629000.000,642000.000,695287.000,669499.000,761000.000,711756.000,739252.500,798481.500,730656.500,626223.000,745000.000,937076.500,702500.000,780000.000,755000.000,895000.000,806800.000,865000.000,865000.000,850000.000,939500.000,780000.000,813581.000,915406.000,968500.000,720000.000,766000.000,815000.000,725000.000,899000.000,817294.000,820028.000,844000.000,823363.500,650000.000,755541.000,976000.000,860000.000,828686.500,950000.000,905000.000,1040000.000,1181170.000,999000.000,1050000.000,918212.500,933900.000,1100000.000,752917.000,951214.000,939000.000,942618.000,995000.000,870000.000,1102400.500,910034.000,999499.500,1140000.000,911921.000,973318.000,920000.000,963002.500,862458.000,903244.000,1140000.000,877986.000,961677.000,950000.000,980000.000,985000.000,1193739.500,1111196.000,1145531.000,968000.000,1150622.000,1280000.000,990000.000,992793.000,908440.500,1150000.000,992122.000,836625.000,1035000.000,832500.000,978750.000,1176500.000,999999.000,925000.000,990000.000,977500.000,984500.000,940000.000,990000.000,935000.000,897500.000,1038000.000,1220000.000
North Corona,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164585.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Queens,Queens,submarket,343400.000,350531.500,373152.000,359985.000,346436.000,385000.000,360000.000,390500.000,346000.000,380125.000,357000.000,310000.000,345000.000,361998.000,359970.000,415000.000,332592.000,392730.000,390000.000,370110.000,405870.000,432975.000,420810.000,350964.000,370110.000,410000.000,405600.000,376500.000,375180.000,370720.000,375000.000,366000.000,405600.000,411900.000,405370.000,385160.000,435000.000,396000.000,385000.000,428000.000,500000.000,475000.000,400530.000,495000.000,453622.000,448115.000,489000.000,472276.000,437250.000,430000.000,397764.000,408500.000,408500.000,430000.000,436020.000,405600.000,433010.000,520000.000,432500.000,445000.000,453000.000,415000.000,465000.000,450000.000,465000.000,430000.000,478000.000,500000.000,450615.000,505000.000,439000.000,520550.000,515000.000,540000.000,442066.000,525000.000,500000.000,495000.000,485000.000,491500.000,499000.000,490000.000,497062.500,600000.000,617887.000,637500.000,642351.500,684760.500,736182.000,710471.000,685119.000,666500.000,651476.000,700000.000,684000.000,640000.000,667500.000,675000.000,635000.000,717500.000,639000.000,659000.000,598000.000,672000.000,580402.000,620000.000,600000.000,550759.000,675000.000,512500.000,466870.500,610000.000,575000.000,570000.000,618000.000,630000.000,575000.000,571110.000,630000.000,653004.000,694064.500,625000.000,547500.000,590500.000,567500.000,600000.000,550000.000,631265.500,550000.000,683747.000,671026.000,582741.500,565000.000,538614.000,593365.000,575000.000,498000.000
Northwest Brooklyn,Brooklyn,submarket,583301.500,547220.000,558675.000,592000.000,659000.000,561136.500,630000.000,582500.000,717866.000,496869.000,406000.000,439000.000,480860.000,635000.000,558500.000,565000.000,635000.000,646588.000,685000.000,641497.000,776980.500,660750.000,617000.000,835000.000,681387.500,595000.000,717000.000,702592.000,712774.500,845000.000,795253.000,687318.000,670000.000,675000.000,723000.000,700000.000,699501.000,707683.000,791100.000,829873.000,854436.500,849000.000,786598.000,1064071.000,807000.000,750000.000,947654.000,780000.000,835000.000,888383.000,875484.000,925000.000,1026250.000,782500.000,877500.000,877500.000,940000.000,972412.000,915000.000,865000.000,918461.000,957000.000,944456.000,940000.000,995000.000,1041625.000,1175000.000,915000.000,1165000.000,997885.000,1115000.000,1072500.000,1060000.000,947500.000,1140809.000,1024500.000,992956.000,843750.000,1312500.000,1380000.000,1002732.500,1399500.000,2100000.000,1392500.000,1613926.000,1624600.000,1547740.000,1643455.500,1109928.500,1365092.500,1210000.000,1090000.000,1100000.000,1099946.000,1018250.000,1125000.000,1130000.000,1318396.000,1325000.000,1176078.000,1075000.000,1580929.000,1325750.000,1250000.000,1010000.000,1100000.000,1270000.000,1120000.000,1205000.000,1200000.000,1180000.000,1370800.000,1251000.000,1575000.000,1257500.000,1187630.500,1395000.000,959215.000,955118.000,1004500.000,1247250.000,1150000.000,907500.000,1120000.000,1043706.000,1140000.000,1424765.500,972990.000,1150000.000,1217500.000,1064927.500,1167500.000,1255000.000,1123129.000,1221800.000,1355453.500,1175000.000
Northwest Queens,Queens,submarket,430950.000,541086.000,460863.000,450216.000,535000.000,530000.000,443594.000,512070.000,496860.000,491790.000,486720.000,486720.000,405335.000,407865.000,447500.000,495499.000,471522.500,430000.000,606000.000,490000.000,456000.000,485706.000,430669.000,461496.500,415335.000,488360.000,410670.000,520000.000,520000.000,522500.000,438500.000,635000.000,561392.000,534581.000,500000.000,645050.000,361000.000,458500.000,621875.000,471250.000,765000.000,600000.000,670000.000,582655.500,539163.500,711387.500,665935.000,421000.000,580000.000,547245.000,586308.000,680000.000,535000.000,720000.000,684000.000,401000.000,513500.000,675000.000,555161.000,552000.000,480000.000,535000.000,506376.000,508925.000,597591.000,680000.000,560037.000,537126.500,620000.000,645531.500,648111.500,591093.500,645269.000,731706.500,580402.000,695973.500,753505.000,595000.000,1120075.000,748413.000,635000.000,845073.500,807072.000,768500.000,517473.000,,799708.500,819816.000,829936.000,810500.000,670610.000,835000.000,819691.000,850238.000,885877.000,730000.000,805605.000,758596.000,880187.000,750000.000,750000.000,830000.000,720000.000,608000.000,707683.000,723000.000,639410.000,720000.000,710000.000,668000.000,830000.000,631000.000,850000.000,900000.000,871308.000,840760.500,855000.000,967338.000,961155.000,920000.000,855119.000,785000.000,711500.000,810500.000,794235.000,822500.000,802330.000,857756.000,830000.000,835238.000,975000.000,781980.500,810250.000,802253.000,980532.000,870603.000,915814.000
Norwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Parkway,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Slope,Brooklyn,neighborhood,485476.500,403750.000,650500.000,656771.000,600250.000,618000.000,760000.000,782500.000,782071.000,725000.000,640000.000,525500.000,792500.000,785000.000,525000.000,967337.000,592500.000,720000.000,606877.000,618111.500,706452.000,755000.000,567746.500,750000.000,491790.000,551177.500,652500.000,472643.000,612805.500,699524.000,893075.000,725000.000,755000.000,622500.000,759500.000,711756.000,800290.500,844129.000,835000.000,818000.000,645500.000,800000.000,975000.000,1100000.000,795000.000,,636500.000,1006521.500,999000.000,,1242500.000,1062500.000,990000.000,1009500.000,930000.000,900000.000,1195000.000,952500.000,775000.000,943000.000,985000.000,1270000.000,,1230000.000,1085000.000,1225000.000,1335000.000,1261406.000,915000.000,940000.000,999000.000,1323000.000,875661.000,,1058634.500,1300000.000,1517500.000,1034999.500,975000.000,942500.000,1250000.000,,930023.500,780000.000,1155000.000,1354590.500,1252000.000,960000.000,1323725.000,1395000.000,1589731.500,1445000.000,1055000.000,1339203.000,1230475.000,1300000.000,1430275.000,1375000.000,2175000.000,1265000.000,1295000.000,1330000.000,1462500.000,1428640.500,1217500.000,1557922.000,1401643.500,1267500.000,899000.000,,1045592.500,1047544.000,1387500.000,1075000.000,1402683.000,1572500.000,930000.000,1280000.000,,1250000.000,1517500.000,1325000.000,1624108.000,,1797500.000,,,1575000.000,2175000.000,,1274000.000,1437500.000,1620000.000,1325000.000,1475000.000,1192500.000,
Parkchester,Bronx,neighborhood,120000.000,105000.000,,110000.000,95600.000,115000.000,,,106500.000,102500.000,92500.000,101500.000,,,,95750.000,107500.000,92000.000,98000.000,85000.000,75000.000,,,95750.000,,95000.000,85000.000,86750.000,90000.000,82000.000,69500.000,,90000.000,80000.000,,,99000.000,80000.000,95000.000,91500.000,,90000.000,86447.500,91000.000,80000.000,100000.000,124000.000,82000.000,,,92500.000,80000.000,90000.000,100000.000,85500.000,92000.000,100000.000,100000.000,103000.000,97000.000,97000.000,102000.000,120000.000,105000.000,111000.000,97777.000,92600.000,120000.000,106000.000,112000.000,110000.000,115000.000,113750.000,,115000.000,105000.000,120000.000,125000.000,112500.000,118528.000,125000.000,119000.000,123000.000,120000.000,130000.000,126500.000,115000.000,138000.000,127500.000,137500.000,136500.000,141960.000,133000.000,128000.000,119000.000,140000.000,140000.000,135000.000,145000.000,161500.000,145000.000,166750.000,125000.000,153750.000,160000.000,155000.000,152500.000,160000.000,170000.000,,165000.000,178000.000,165000.000,197629.000,181000.000,180000.000,169000.000,196750.000,200000.000,178000.000,170000.000,185000.000,221222.000,,195500.000,183750.000,230000.000,172500.000,204416.000,191500.000,168500.000,193500.000,185000.000,184000.000,189000.000,184000.000,189000.000
Pelham Bay,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Parkway,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomonok,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504972.000,539672.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Morris,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Heights,Brooklyn,neighborhood,,,,482500.000,495000.000,453893.000,,,,,,,780500.000,,,,,,,,,,,,,,,805000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,832000.000,,,,,,,,,,,,,,,,,,,,,,1150000.000,,,,,,,,,920000.000,898605.500,907000.000,863577.500,887000.000,966135.000,916750.000,989950.000,977120.000,1125000.000,1410784.000,,1834886.000,2323354.000,1545160.000,1228500.000,1474127.000,,,,,,,,,,,,,,,1496625.000,,,,,,,,,,,,,,,,,,,
Prospect Lefferts Gardens,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283920.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Park,Brooklyn,submarket,453150.000,442500.000,611000.000,534581.000,557500.000,590585.000,648500.000,782500.000,617691.500,725000.000,640000.000,565000.000,792500.000,749000.000,529500.000,913668.500,592500.000,635000.000,587746.500,597500.000,672000.000,691041.500,550000.000,657000.000,523993.000,549855.000,658750.000,509000.000,560037.000,671000.000,803195.000,615000.000,720000.000,565000.000,700000.000,711756.000,776000.000,847064.500,770306.000,760000.000,590000.000,783897.000,916000.000,969882.500,742500.000,795000.000,687318.000,978851.000,999000.000,1160493.000,1110010.000,930000.000,549000.000,960000.000,896250.000,831000.000,860000.000,900000.000,775000.000,850000.000,825000.000,1270000.000,950000.000,1155000.000,965500.000,1170000.000,1065000.000,1185000.000,915000.000,953000.000,947500.000,1099000.000,831500.000,862500.000,780343.500,997499.500,1323725.000,1070000.000,940000.000,851500.000,1050000.000,1375000.000,930023.500,869585.500,1167500.000,1354590.500,980000.000,901151.000,1020000.000,950000.000,1315000.000,999387.500,923375.000,1050000.000,1210950.000,1250000.000,1374127.000,1300000.000,1797211.000,1277500.000,1295000.000,1200000.000,1432500.000,812500.000,966231.000,1210000.000,1515722.000,1150000.000,1367364.000,1365000.000,1161185.000,1267500.000,1575185.000,1125000.000,1542500.000,1376250.000,1017500.000,1199849.000,1110037.000,1070000.000,1385000.000,1050000.000,1512500.000,965000.000,1484934.500,810000.000,1695000.000,1441141.500,869000.000,1237314.000,1110037.500,1287000.000,1270000.000,1375000.000,1475000.000,1265000.000,1023999.500
Prospect Park South,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628220.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens,Queens,borough,339845.000,354900.000,372138.000,374231.500,365040.000,385000.000,375090.000,387933.000,365040.000,379410.000,374083.000,342798.000,355914.000,351436.000,347500.000,384306.000,340000.000,379236.000,390000.000,372555.000,398265.000,428415.000,357000.000,351928.000,353886.000,367000.000,385000.000,380000.000,384146.000,365075.500,369000.000,387500.000,424549.000,422730.000,380000.000,377000.000,407835.000,375180.000,380250.000,378604.000,471510.000,412000.000,398000.000,453000.000,417738.000,448115.000,460000.000,402000.000,420000.000,425880.000,405000.000,399384.000,400000.000,439000.000,436020.000,398000.000,402800.000,452500.000,411000.000,446500.000,420000.000,389000.000,448809.000,420000.000,455000.000,450000.000,534000.000,466440.000,475000.000,478000.000,440000.000,458000.000,490000.000,497300.000,422500.000,504972.000,486720.000,475000.000,538000.000,529745.000,480000.000,493500.000,522000.000,556321.000,561807.000,549376.000,586000.000,647849.000,700000.000,602150.000,616041.000,640219.000,651476.000,640000.000,633000.000,600000.000,675000.000,630000.000,631315.000,610950.000,660000.000,613000.000,587916.000,570000.000,555000.000,591042.500,570000.000,554832.000,687318.000,543000.000,512000.000,560037.000,560000.000,579000.000,638828.000,609000.000,600000.000,621500.000,780000.000,671026.000,685000.000,595676.000,560000.000,647500.000,645000.000,598888.000,550000.000,638230.500,629000.000,680000.000,640000.000,592500.000,552500.000,675000.000,700000.000,656000.000,670000.000
Queens Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hook,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rego Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446160.000,342275.000,475895.000,414940.000,,310284.000,,514849.500,,,,520325.500,410000.000,,,,482984.000,,,,,413000.000,,,,,,,424202.000,,,,,,,,,,,,,,,,,,,,,,,,,566655.500,,,,,621132.000,590585.000,599280.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgewood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverdale,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockaway All,Queens,neighborhood,365968.500,,319410.000,449864.000,,,,,,,364026.000,425000.000,,,,,412176.000,,403838.000,,,,,,,,,358472.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455387.000,410558.000,,,,
Roosevelt Island,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
