areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05
Pelham Bay,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Parkway,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomonok,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Morris,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Heights,Brooklyn,neighborhood,,,,,495000.000,411000.000,,,,,,,,,449750.000,437000.000,,595000.000,,,362250.000,324000.000,,545000.000,445000.000,570250.000,,,,497500.000,614750.000,430000.000,,559019.000,366000.000,,569000.000,,737528.000,,,415000.000,915000.000,550000.000,653500.000,565000.000,,682500.000,,530000.000,,,704000.000,536000.000,,,446500.000,705000.000,645000.000,692500.000,,800000.000,615000.000,,,695285.500,,731500.000,,,565000.000,,,,,,,870000.000,,,629500.000,,767750.000,,930000.000,818000.000,,,,626875.000,901000.000,,696000.000,549500.000,,,,,,,,950000.000,,935500.000,,799000.000,,,,,710000.000,,920000.000,917500.000,787000.000,675000.000,,800000.000,,,811118.000,952500.000,,,,,,,,,,691500.000,690000.000,,675000.000,775000.000,
Prospect Lefferts Gardens,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Park,Brooklyn,submarket,437500.000,520000.000,400000.000,510000.000,497000.000,510500.000,690000.000,585750.000,442500.000,480000.000,395000.000,554776.000,480000.000,470750.000,445000.000,492500.000,480000.000,477500.000,607156.000,440000.000,422500.000,525000.000,532500.000,450000.000,457500.000,432250.000,462500.000,417000.000,499000.000,486000.000,622000.000,484000.000,599000.000,559019.000,420000.000,595000.000,570750.000,395000.000,484197.500,477500.000,548750.000,520000.000,605000.000,575000.000,633500.000,545000.000,514750.000,650000.000,515000.000,599000.000,695000.000,594000.000,575000.000,550000.000,672000.000,640000.000,520000.000,595000.000,557500.000,590000.000,521500.000,749000.000,585915.500,475000.000,546850.000,652000.000,799000.000,660000.000,730000.000,684000.000,650000.000,740000.000,706000.000,795000.000,560000.000,699000.000,510000.000,712000.000,717500.000,746000.000,660250.000,770285.000,753750.000,640000.000,695000.000,622500.000,775000.000,823000.000,794631.500,822500.000,865000.000,750000.000,835395.000,679034.000,855000.000,752500.000,660000.000,655500.000,862500.000,705500.000,732000.000,783000.000,830000.000,797000.000,965000.000,707500.000,720000.000,955135.000,675000.000,724000.000,673250.000,760500.000,842500.000,880000.000,700000.000,727500.000,775000.000,700000.000,699500.000,800000.000,775000.000,742500.000,765000.000,620000.000,701341.000,770000.000,690000.000,705000.000,825000.000,925000.000,799000.000,787500.000,901200.000,737500.000,750000.000,709000.000,878500.000
Prospect Park South,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens,Queens,borough,195000.000,189000.000,200000.000,208000.000,198500.000,198000.000,190000.000,195000.000,187000.000,204000.000,192750.000,190000.000,190000.000,195000.000,187000.000,188000.000,196875.000,190000.000,190000.000,195000.000,202000.000,181000.000,189000.000,180000.000,180000.000,186000.000,182250.000,175000.000,183000.000,194508.000,195000.000,185000.000,194000.000,195000.000,193458.000,188000.000,185000.000,180000.000,186000.000,190000.000,196840.000,189618.000,195000.000,204500.000,199999.500,200000.000,202000.000,190000.000,190000.000,205000.000,190000.000,199500.000,200000.000,200000.000,212690.000,205000.000,224144.000,200000.000,210000.000,209880.000,215250.000,210000.000,210000.000,215000.000,214000.000,223000.000,214000.000,235000.000,230000.000,231500.000,229000.000,217800.000,235000.000,226800.000,215000.000,225000.000,235500.000,235000.000,239000.000,240000.000,235000.000,260000.000,248800.000,250000.000,247000.000,241000.000,246000.000,258250.000,258000.000,274000.000,278250.000,269500.000,265000.000,270000.000,272500.000,275000.000,275000.000,285000.000,285000.000,285125.000,278000.000,285000.000,295800.000,295000.000,285000.000,296500.000,295000.000,297400.000,295000.000,283000.000,295000.000,286500.000,300000.000,301642.000,315000.000,310000.000,309500.000,318000.000,307500.000,310000.000,305000.000,300000.000,300000.000,310000.000,326000.000,312000.000,310092.500,305000.000,305000.000,320000.000,315000.000,317000.000,315000.000,305000.000,287500.000,309000.000,330000.000
Queens Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hook,Brooklyn,neighborhood,,,,,,,,,177249.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rego Park,Queens,neighborhood,199500.000,210000.000,200000.000,192816.000,180000.000,192200.000,180000.000,,178500.000,175000.000,195000.000,194000.000,183500.000,207500.000,193500.000,216500.000,209000.000,181080.000,169000.000,180000.000,180000.000,185000.000,180000.000,181250.000,160000.000,155000.000,151302.000,170500.000,176500.000,180500.000,170500.000,176343.500,201176.000,192660.000,200000.000,190000.000,180375.000,165000.000,190000.000,210000.000,222500.000,210000.000,195000.000,201500.000,215000.000,190000.000,215500.000,205000.000,189500.000,210000.000,211500.000,207000.000,210000.000,207500.000,210000.000,220580.000,212500.000,212500.000,210500.000,240000.000,234215.000,215000.000,205000.000,226250.000,203500.000,210000.000,220000.000,228000.000,235000.000,237000.000,250000.000,202500.000,225000.000,265000.000,230000.000,228500.000,230000.000,240336.500,258189.500,256000.000,246000.000,257500.000,255000.000,286995.000,253500.000,260000.000,267000.000,245000.000,235000.000,262500.000,280000.000,320000.000,278000.000,260000.000,262750.000,350000.000,319410.000,297000.000,355000.000,297500.000,300000.000,268000.000,290000.000,295000.000,314000.000,316500.000,333302.500,328000.000,300000.000,297500.000,295000.000,288954.500,296500.000,301500.000,325000.000,346000.000,310000.000,298000.000,299000.000,335000.000,308750.000,305000.000,360428.000,,,310000.000,328500.000,,309270.000,315000.000,338000.000,295000.000,386500.000,,275000.000,307242.000,330000.000
Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgewood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverdale,Bronx,neighborhood,266500.000,218500.000,195000.000,262500.000,222500.000,250000.000,175900.000,270250.000,282000.000,211250.000,245000.000,244000.000,193500.000,225000.000,155000.000,220000.000,201000.000,221185.000,230000.000,235000.000,207500.000,217500.000,225000.000,154125.000,250000.000,190000.000,181010.000,229625.000,177500.000,187500.000,200000.000,186000.000,230000.000,245000.000,235000.000,180000.000,209500.000,237000.000,212500.000,224500.000,200000.000,220000.000,249000.000,195000.000,182500.000,222500.000,226750.000,223000.000,194250.000,183500.000,187000.000,186500.000,160000.000,270000.000,213000.000,237500.000,265000.000,197600.000,225000.000,242000.000,235000.000,200250.000,260000.000,233500.000,275000.000,283451.500,228000.000,245000.000,265000.000,265000.000,203308.000,200000.000,236367.500,219500.000,231500.000,230000.000,220000.000,215000.000,240000.000,185000.000,283750.000,256500.000,235000.000,189000.000,220000.000,247000.000,275000.000,275000.000,265000.000,242250.000,277500.000,246250.000,206533.000,235000.000,250000.000,240000.000,229000.000,230000.000,212000.000,255000.000,277500.000,270000.000,259000.000,264500.000,305000.000,257500.000,285000.000,302500.000,275000.000,212500.000,217500.000,207000.000,270000.000,285000.000,234500.000,298500.000,245500.000,247500.000,289000.000,222500.000,295000.000,225000.000,255000.000,354105.500,300000.000,272500.000,260000.000,247500.000,238772.000,319000.000,306250.000,246000.000,280000.000,320500.000,275000.000,287250.000,282000.000
Rockaway All,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000.000,,,,,216555.000,247500.000,,230000.000,195000.000,,245000.000,,197500.000,,,,,,,,,,,,,,,,,,,,246000.000,,,257500.000,,,,,,,,,,,354000.000,,,362500.000,361155.000,,,,400000.000,,,225000.000,482500.000,,,,,,,235000.000,307000.000,,,444500.000,,,197500.000,,,,,231500.000,,,,475000.000,462500.000,435000.000,,,392500.000,400000.000,
Roosevelt Island,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310754.000,305450.500,328236.500,321497.000,397820.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,173458.000,165000.000,170650.500,160000.000,177500.000,165000.000,170000.000,162240.000,175500.000,180000.000,152500.000,144000.000,166500.000,160000.000,175000.000,135000.000,192500.000,150072.000,127500.000,165000.000,129250.000,161000.000,157500.000,150072.000,145000.000,177500.000,132000.000,128000.000,160000.000,164634.000,178500.000,138000.000,137650.000,152500.000,167500.000,180000.000,140000.000,170000.000,164000.000,168387.500,127000.000,170000.000,170000.000,135000.000,180000.000,181155.000,179000.000,137000.000,160000.000,160000.000,163500.000,175000.000,170500.000,170000.000,140000.000,182000.000,161500.000,165500.000,140000.000,147000.000,170000.000,182500.000,148500.000,183500.000,188347.000,145000.000,205000.000,191000.000,175000.000,190000.000,180000.000,151500.000,179000.000,179000.000,186500.000,205000.000,236000.000,185000.000,216000.000,186767.000,200000.000,205000.000,200000.000,187500.000,191500.000,200000.000,195000.000,220000.000,249000.000,191000.000,196500.000,235000.000,234500.000,204000.000,232000.000,185000.000,213500.000,285000.000,282000.000,236000.000,282500.000,215000.000,231500.000,260000.000,215000.000,232000.000,240000.000,250000.000,243500.000,242000.000,210000.000,245000.000,205000.000,230250.000,265000.000,220000.000,279950.000,290000.000,249999.000,265000.000,240000.000,230000.000,234500.000,,235000.000,250000.000,260000.000,239000.000,220000.000,268500.000,291662.000,180000.000,234000.000,230000.000,220000.000,285000.000,277000.000
Soho,Manhattan,neighborhood,1100000.000,,,,,1700000.000,,,,,,,,1095000.000,2190000.000,,,,1512500.000,1550000.000,,,,,,,,1675000.000,,,,1800000.000,,,,1995000.000,,,,2400000.000,,,,,1887500.000,1912500.000,,,3150000.000,,,,,,,2498000.000,,789000.000,,,,,,,2396000.000,,,3146250.000,895000.000,,,,,,,,1940000.000,1650000.000,,2050000.000,,,,,695931.000,,2376392.500,663000.000,1661964.000,3120000.000,3058750.000,1439579.000,1185000.000,,,,,,,,,1450000.000,,2600000.000,1325000.000,,779663.000,,,,,817500.000,1800000.000,3900000.000,1287500.000,,,,,,,,,,,,,,,,,,,,,2454716.000,
Soundview,Bronx,neighborhood,,,,,,,122000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Brooklyn,Brooklyn,submarket,195000.000,190000.000,200000.000,205000.000,205000.000,218000.000,178500.000,217500.000,200000.000,190000.000,196750.000,192660.000,212000.000,195000.000,185000.000,185000.000,197500.000,206751.000,204000.000,197000.000,188000.000,195000.000,175000.000,185000.000,192000.000,185000.000,189000.000,192000.000,185000.000,183000.000,200000.000,195000.000,190000.000,195932.500,188000.000,202500.000,179000.000,205000.000,180000.000,200000.000,185000.000,203000.000,195000.000,220000.000,234000.000,205000.000,225000.000,207000.000,205000.000,215600.000,210000.000,218000.000,210000.000,217000.000,196000.000,230000.000,219000.000,225000.000,199000.000,225000.000,213696.000,223500.000,210000.000,220000.000,240000.000,194000.000,245000.000,240000.000,265000.000,235000.000,238000.000,239750.000,250000.000,236000.000,240000.000,252000.000,283920.000,254000.000,265000.000,265000.000,275750.000,281000.000,250000.000,278000.000,250933.000,260000.000,276466.000,263500.000,280000.000,265000.000,305000.000,285000.000,299000.000,275000.000,290000.000,280000.000,292500.000,300041.000,312500.000,299500.000,330000.000,286000.000,310000.000,300000.000,313806.500,275000.000,279500.000,317000.000,300000.000,310000.000,290000.000,300000.000,303500.000,326500.000,295000.000,325000.000,299500.000,330000.000,300000.000,310000.000,298072.000,316250.000,315000.000,335000.000,375000.000,299500.000,295951.000,346500.000,322500.000,330000.000,350000.000,330775.000,342500.000,317500.000,360000.000,318000.000,338319.000
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
